Area,Career,Faculty,Scores,Accepted
25,ENFERMERIA,FES IZTACALA,79,False
25,ENFERMERIA,FES IZTACALA,,False
25,ENFERMERIA,FES IZTACALA,52,False
25,ENFERMERIA,FES IZTACALA,51,False
25,ENFERMERIA,FES IZTACALA,52,False
25,ENFERMERIA,FES IZTACALA,36,False
25,ENFERMERIA,FES IZTACALA,66,False
25,ENFERMERIA,FES IZTACALA,42,False
25,ENFERMERIA,FES IZTACALA,26,False
25,ENFERMERIA,FES IZTACALA,80,False
25,ENFERMERIA,FES IZTACALA,45,False
25,ENFERMERIA,FES IZTACALA,60,False
25,ENFERMERIA,FES IZTACALA,84,False
25,ENFERMERIA,FES IZTACALA,36,False
25,ENFERMERIA,FES IZTACALA,63,False
25,ENFERMERIA,FES IZTACALA,,False
25,ENFERMERIA,FES IZTACALA,33,False
25,ENFERMERIA,FES IZTACALA,23,False
25,ENFERMERIA,FES IZTACALA,39,False
25,ENFERMERIA,FES IZTACALA,36,False
25,ENFERMERIA,FES IZTACALA,58,False
25,ENFERMERIA,FES IZTACALA,,False
25,ENFERMERIA,FES IZTACALA,55,False
25,ENFERMERIA,FES IZTACALA,46,False
25,ENFERMERIA,FES IZTACALA,31,False
25,ENFERMERIA,FES IZTACALA,,False
25,ENFERMERIA,FES IZTACALA,32,False
25,ENFERMERIA,FES IZTACALA,75,False
25,ENFERMERIA,FES IZTACALA,40,False
25,ENFERMERIA,FES IZTACALA,38,False
25,ENFERMERIA,FES IZTACALA,75,False
25,ENFERMERIA,FES IZTACALA,30,False
25,ENFERMERIA,FES IZTACALA,70,False
25,ENFERMERIA,FES IZTACALA,87,False
25,ENFERMERIA,FES IZTACALA,49,False
25,ENFERMERIA,FES IZTACALA,49,False
25,ENFERMERIA,FES IZTACALA,103,True
25,ENFERMERIA,FES IZTACALA,65,False
25,ENFERMERIA,FES IZTACALA,63,False
25,ENFERMERIA,FES IZTACALA,71,False
25,ENFERMERIA,FES IZTACALA,52,False
25,ENFERMERIA,FES IZTACALA,67,False
25,ENFERMERIA,FES IZTACALA,90,False
25,ENFERMERIA,FES IZTACALA,46,False
25,ENFERMERIA,FES IZTACALA,51,False
25,ENFERMERIA,FES IZTACALA,46,False
25,ENFERMERIA,FES IZTACALA,50,False
25,ENFERMERIA,FES IZTACALA,,False
25,ENFERMERIA,FES IZTACALA,47,False
25,ENFERMERIA,FES IZTACALA,49,False
25,ENFERMERIA,FES IZTACALA,34,False
25,ENFERMERIA,FES IZTACALA,60,False
25,ENFERMERIA,FES IZTACALA,69,False
25,ENFERMERIA,FES IZTACALA,,False
25,ENFERMERIA,FES IZTACALA,73,False
25,ENFERMERIA,FES IZTACALA,63,False
25,ENFERMERIA,FES IZTACALA,55,False
25,ENFERMERIA,FES IZTACALA,38,False
25,ENFERMERIA,FES IZTACALA,,False
25,ENFERMERIA,FES IZTACALA,55,False
25,ENFERMERIA,FES IZTACALA,,False
25,ENFERMERIA,FES IZTACALA,31,False
25,ENFERMERIA,FES IZTACALA,34,False
25,ENFERMERIA,FES IZTACALA,55,False
25,ENFERMERIA,FES IZTACALA,81,False
25,ENFERMERIA,FES IZTACALA,46,False
25,ENFERMERIA,FES IZTACALA,53,False
25,ENFERMERIA,FES IZTACALA,42,False
25,ENFERMERIA,FES IZTACALA,55,False
25,ENFERMERIA,FES IZTACALA,90,False
25,ENFERMERIA,FES IZTACALA,41,False
25,ENFERMERIA,FES IZTACALA,68,False
25,ENFERMERIA,FES IZTACALA,72,False
25,ENFERMERIA,FES IZTACALA,,False
25,ENFERMERIA,FES IZTACALA,51,False
25,ENFERMERIA,FES IZTACALA,95,True
25,ENFERMERIA,FES IZTACALA,55,False
25,ENFERMERIA,FES IZTACALA,35,False
25,ENFERMERIA,FES IZTACALA,65,False
25,ENFERMERIA,FES IZTACALA,41,False
25,ENFERMERIA,FES IZTACALA,86,False
25,ENFERMERIA,FES IZTACALA,53,False
25,ENFERMERIA,FES IZTACALA,38,False
25,ENFERMERIA,FES IZTACALA,59,False
25,ENFERMERIA,FES IZTACALA,43,False
25,ENFERMERIA,FES IZTACALA,44,False
25,ENFERMERIA,FES IZTACALA,35,False
25,ENFERMERIA,FES IZTACALA,70,False
25,ENFERMERIA,FES IZTACALA,74,False
25,ENFERMERIA,FES IZTACALA,62,False
25,ENFERMERIA,FES IZTACALA,65,False
25,ENFERMERIA,FES IZTACALA,75,False
25,ENFERMERIA,FES IZTACALA,41,False
25,ENFERMERIA,FES IZTACALA,39,False
25,ENFERMERIA,FES IZTACALA,42,False
25,ENFERMERIA,FES IZTACALA,86,False
25,ENFERMERIA,FES IZTACALA,96,True
25,ENFERMERIA,FES IZTACALA,58,False
25,ENFERMERIA,FES IZTACALA,,False
25,ENFERMERIA,FES IZTACALA,60,False
25,ENFERMERIA,FES IZTACALA,75,False
25,ENFERMERIA,FES IZTACALA,87,False
25,ENFERMERIA,FES IZTACALA,34,False
25,ENFERMERIA,FES IZTACALA,78,False
25,ENFERMERIA,FES IZTACALA,92,False
25,ENFERMERIA,FES IZTACALA,43,False
25,ENFERMERIA,FES IZTACALA,55,False
25,ENFERMERIA,FES IZTACALA,59,False
25,ENFERMERIA,FES IZTACALA,80,False
25,ENFERMERIA,FES IZTACALA,,False
25,ENFERMERIA,FES IZTACALA,43,False
25,ENFERMERIA,FES IZTACALA,78,False
25,ENFERMERIA,FES IZTACALA,104,True
25,ENFERMERIA,FES IZTACALA,36,False
25,ENFERMERIA,FES IZTACALA,42,False
25,ENFERMERIA,FES IZTACALA,61,False
25,ENFERMERIA,FES IZTACALA,55,False
25,ENFERMERIA,FES IZTACALA,46,False
25,ENFERMERIA,FES IZTACALA,55,False
25,ENFERMERIA,FES IZTACALA,62,False
25,ENFERMERIA,FES IZTACALA,43,False
25,ENFERMERIA,FES IZTACALA,76,False
25,ENFERMERIA,FES IZTACALA,30,False
25,ENFERMERIA,FES IZTACALA,44,False
25,ENFERMERIA,FES IZTACALA,66,False
25,ENFERMERIA,FES IZTACALA,48,False
25,ENFERMERIA,FES IZTACALA,82,False
25,ENFERMERIA,FES IZTACALA,91,False
25,ENFERMERIA,FES IZTACALA,51,False
25,ENFERMERIA,FES IZTACALA,79,False
25,ENFERMERIA,FES IZTACALA,43,False
25,ENFERMERIA,FES IZTACALA,42,False
25,ENFERMERIA,FES IZTACALA,77,False
25,ENFERMERIA,FES IZTACALA,82,False
25,ENFERMERIA,FES IZTACALA,79,False
25,ENFERMERIA,FES IZTACALA,81,False
25,ENFERMERIA,FES IZTACALA,60,False
25,ENFERMERIA,FES IZTACALA,84,False
25,ENFERMERIA,FES IZTACALA,95,True
25,ENFERMERIA,FES IZTACALA,38,False
25,ENFERMERIA,FES IZTACALA,33,False
25,ENFERMERIA,FES IZTACALA,29,False
25,ENFERMERIA,FES IZTACALA,79,False
25,ENFERMERIA,FES IZTACALA,73,False
25,ENFERMERIA,FES IZTACALA,82,False
25,ENFERMERIA,FES IZTACALA,40,False
25,ENFERMERIA,FES IZTACALA,57,False
25,ENFERMERIA,FES IZTACALA,67,False
25,ENFERMERIA,FES IZTACALA,61,False
25,ENFERMERIA,FES IZTACALA,61,False
25,ENFERMERIA,FES IZTACALA,42,False
25,ENFERMERIA,FES IZTACALA,46,False
25,ENFERMERIA,FES IZTACALA,61,False
25,ENFERMERIA,FES IZTACALA,72,False
25,ENFERMERIA,FES IZTACALA,34,False
25,ENFERMERIA,FES IZTACALA,,False
25,ENFERMERIA,FES IZTACALA,52,False
25,ENFERMERIA,FES IZTACALA,71,False
25,ENFERMERIA,FES IZTACALA,,False
25,ENFERMERIA,FES IZTACALA,58,False
25,ENFERMERIA,FES IZTACALA,54,False
25,ENFERMERIA,FES IZTACALA,42,False
25,ENFERMERIA,FES IZTACALA,33,False
25,ENFERMERIA,FES IZTACALA,65,False
25,ENFERMERIA,FES IZTACALA,54,False
25,ENFERMERIA,FES IZTACALA,50,False
25,ENFERMERIA,FES IZTACALA,75,False
25,ENFERMERIA,FES IZTACALA,66,False
25,ENFERMERIA,FES IZTACALA,44,False
25,ENFERMERIA,FES IZTACALA,91,False
25,ENFERMERIA,FES IZTACALA,30,False
25,ENFERMERIA,FES IZTACALA,49,False
25,ENFERMERIA,FES IZTACALA,40,False
25,ENFERMERIA,FES IZTACALA,47,False
25,ENFERMERIA,FES IZTACALA,77,False
25,ENFERMERIA,FES ZARAGOZA,38,False
25,ENFERMERIA,FES ZARAGOZA,66,False
25,ENFERMERIA,FES ZARAGOZA,46,False
25,ENFERMERIA,FES ZARAGOZA,43,False
25,ENFERMERIA,FES ZARAGOZA,63,False
25,ENFERMERIA,FES ZARAGOZA,42,False
25,ENFERMERIA,FES ZARAGOZA,38,False
25,ENFERMERIA,FES ZARAGOZA,55,False
25,ENFERMERIA,FES ZARAGOZA,38,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,37,False
25,ENFERMERIA,FES ZARAGOZA,75,False
25,ENFERMERIA,FES ZARAGOZA,52,False
25,ENFERMERIA,FES ZARAGOZA,35,False
25,ENFERMERIA,FES ZARAGOZA,22,False
25,ENFERMERIA,FES ZARAGOZA,35,False
25,ENFERMERIA,FES ZARAGOZA,43,False
25,ENFERMERIA,FES ZARAGOZA,44,False
25,ENFERMERIA,FES ZARAGOZA,37,False
25,ENFERMERIA,FES ZARAGOZA,27,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,33,False
25,ENFERMERIA,FES ZARAGOZA,38,False
25,ENFERMERIA,FES ZARAGOZA,39,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,34,False
25,ENFERMERIA,FES ZARAGOZA,42,False
25,ENFERMERIA,FES ZARAGOZA,31,False
25,ENFERMERIA,FES ZARAGOZA,36,False
25,ENFERMERIA,FES ZARAGOZA,40,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,29,False
25,ENFERMERIA,FES ZARAGOZA,47,False
25,ENFERMERIA,FES ZARAGOZA,31,False
25,ENFERMERIA,FES ZARAGOZA,37,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,47,False
25,ENFERMERIA,FES ZARAGOZA,43,False
25,ENFERMERIA,FES ZARAGOZA,56,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,53,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,68,False
25,ENFERMERIA,FES ZARAGOZA,54,False
25,ENFERMERIA,FES ZARAGOZA,31,False
25,ENFERMERIA,FES ZARAGOZA,38,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,29,False
25,ENFERMERIA,FES ZARAGOZA,28,False
25,ENFERMERIA,FES ZARAGOZA,29,False
25,ENFERMERIA,FES ZARAGOZA,53,False
25,ENFERMERIA,FES ZARAGOZA,35,False
25,ENFERMERIA,FES ZARAGOZA,30,False
25,ENFERMERIA,FES ZARAGOZA,39,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,39,False
25,ENFERMERIA,FES ZARAGOZA,89,False
25,ENFERMERIA,FES ZARAGOZA,55,False
25,ENFERMERIA,FES ZARAGOZA,41,False
25,ENFERMERIA,FES ZARAGOZA,39,False
25,ENFERMERIA,FES ZARAGOZA,71,False
25,ENFERMERIA,FES ZARAGOZA,45,False
25,ENFERMERIA,FES ZARAGOZA,38,False
25,ENFERMERIA,FES ZARAGOZA,52,False
25,ENFERMERIA,FES ZARAGOZA,34,False
25,ENFERMERIA,FES ZARAGOZA,42,False
25,ENFERMERIA,FES ZARAGOZA,38,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,31,False
25,ENFERMERIA,FES ZARAGOZA,49,False
25,ENFERMERIA,FES ZARAGOZA,34,False
25,ENFERMERIA,FES ZARAGOZA,37,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,35,False
25,ENFERMERIA,FES ZARAGOZA,39,False
25,ENFERMERIA,FES ZARAGOZA,34,False
25,ENFERMERIA,FES ZARAGOZA,87,False
25,ENFERMERIA,FES ZARAGOZA,43,False
25,ENFERMERIA,FES ZARAGOZA,39,False
25,ENFERMERIA,FES ZARAGOZA,38,False
25,ENFERMERIA,FES ZARAGOZA,51,False
25,ENFERMERIA,FES ZARAGOZA,33,False
25,ENFERMERIA,FES ZARAGOZA,34,False
25,ENFERMERIA,FES ZARAGOZA,53,False
25,ENFERMERIA,FES ZARAGOZA,72,False
25,ENFERMERIA,FES ZARAGOZA,63,False
25,ENFERMERIA,FES ZARAGOZA,32,False
25,ENFERMERIA,FES ZARAGOZA,48,False
25,ENFERMERIA,FES ZARAGOZA,42,False
25,ENFERMERIA,FES ZARAGOZA,35,False
25,ENFERMERIA,FES ZARAGOZA,41,False
25,ENFERMERIA,FES ZARAGOZA,42,False
25,ENFERMERIA,FES ZARAGOZA,45,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,36,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,28,False
25,ENFERMERIA,FES ZARAGOZA,41,False
25,ENFERMERIA,FES ZARAGOZA,45,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,46,False
25,ENFERMERIA,FES ZARAGOZA,32,False
25,ENFERMERIA,FES ZARAGOZA,60,False
25,ENFERMERIA,FES ZARAGOZA,94,True
25,ENFERMERIA,FES ZARAGOZA,64,False
25,ENFERMERIA,FES ZARAGOZA,44,False
25,ENFERMERIA,FES ZARAGOZA,46,False
25,ENFERMERIA,FES ZARAGOZA,45,False
25,ENFERMERIA,FES ZARAGOZA,44,False
25,ENFERMERIA,FES ZARAGOZA,42,False
25,ENFERMERIA,FES ZARAGOZA,60,False
25,ENFERMERIA,FES ZARAGOZA,37,False
25,ENFERMERIA,FES ZARAGOZA,39,False
25,ENFERMERIA,FES ZARAGOZA,40,False
25,ENFERMERIA,FES ZARAGOZA,40,False
25,ENFERMERIA,FES ZARAGOZA,44,False
25,ENFERMERIA,FES ZARAGOZA,37,False
25,ENFERMERIA,FES ZARAGOZA,35,False
25,ENFERMERIA,FES ZARAGOZA,49,False
25,ENFERMERIA,FES ZARAGOZA,31,False
25,ENFERMERIA,FES ZARAGOZA,31,False
25,ENFERMERIA,FES ZARAGOZA,45,False
25,ENFERMERIA,FES ZARAGOZA,43,False
25,ENFERMERIA,FES ZARAGOZA,43,False
25,ENFERMERIA,FES ZARAGOZA,35,False
25,ENFERMERIA,FES ZARAGOZA,33,False
25,ENFERMERIA,FES ZARAGOZA,36,False
25,ENFERMERIA,FES ZARAGOZA,44,False
25,ENFERMERIA,FES ZARAGOZA,43,False
25,ENFERMERIA,FES ZARAGOZA,25,False
25,ENFERMERIA,FES ZARAGOZA,33,False
25,ENFERMERIA,FES ZARAGOZA,46,False
25,ENFERMERIA,FES ZARAGOZA,39,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,33,False
25,ENFERMERIA,FES ZARAGOZA,44,False
25,ENFERMERIA,FES ZARAGOZA,35,False
25,ENFERMERIA,FES ZARAGOZA,29,False
25,ENFERMERIA,FES ZARAGOZA,33,False
25,ENFERMERIA,FES ZARAGOZA,58,False
25,ENFERMERIA,FES ZARAGOZA,64,False
25,ENFERMERIA,FES ZARAGOZA,59,False
25,ENFERMERIA,FES ZARAGOZA,53,False
25,ENFERMERIA,FES ZARAGOZA,43,False
25,ENFERMERIA,FES ZARAGOZA,30,False
25,ENFERMERIA,FES ZARAGOZA,34,False
25,ENFERMERIA,FES ZARAGOZA,38,False
25,ENFERMERIA,FES ZARAGOZA,40,False
25,ENFERMERIA,FES ZARAGOZA,48,False
25,ENFERMERIA,FES ZARAGOZA,36,False
25,ENFERMERIA,FES ZARAGOZA,49,False
25,ENFERMERIA,FES ZARAGOZA,37,False
25,ENFERMERIA,FES ZARAGOZA,30,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,34,False
25,ENFERMERIA,FES ZARAGOZA,30,False
25,ENFERMERIA,FES ZARAGOZA,28,False
25,ENFERMERIA,FES ZARAGOZA,38,False
25,ENFERMERIA,FES ZARAGOZA,67,False
25,ENFERMERIA,FES ZARAGOZA,70,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,36,False
25,ENFERMERIA,FES ZARAGOZA,44,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,41,False
25,ENFERMERIA,FES ZARAGOZA,42,False
25,ENFERMERIA,FES ZARAGOZA,31,False
25,ENFERMERIA,FES ZARAGOZA,34,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,31,False
25,ENFERMERIA,FES ZARAGOZA,40,False
25,ENFERMERIA,FES ZARAGOZA,31,False
25,ENFERMERIA,FES ZARAGOZA,59,False
25,ENFERMERIA,FES ZARAGOZA,34,False
25,ENFERMERIA,FES ZARAGOZA,39,False
25,ENFERMERIA,FES ZARAGOZA,39,False
25,ENFERMERIA,FES ZARAGOZA,40,False
25,ENFERMERIA,FES ZARAGOZA,39,False
25,ENFERMERIA,FES ZARAGOZA,34,False
25,ENFERMERIA,FES ZARAGOZA,52,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,55,False
25,ENFERMERIA,FES ZARAGOZA,30,False
25,ENFERMERIA,FES ZARAGOZA,42,False
25,ENFERMERIA,FES ZARAGOZA,42,False
25,ENFERMERIA,FES ZARAGOZA,44,False
25,ENFERMERIA,FES ZARAGOZA,39,False
25,ENFERMERIA,FES ZARAGOZA,35,False
25,ENFERMERIA,FES ZARAGOZA,41,False
25,ENFERMERIA,FES ZARAGOZA,32,False
25,ENFERMERIA,FES ZARAGOZA,33,False
25,ENFERMERIA,FES ZARAGOZA,46,False
25,ENFERMERIA,FES ZARAGOZA,37,False
25,ENFERMERIA,FES ZARAGOZA,42,False
25,ENFERMERIA,FES ZARAGOZA,72,False
25,ENFERMERIA,FES ZARAGOZA,37,False
25,ENFERMERIA,FES ZARAGOZA,42,False
25,ENFERMERIA,FES ZARAGOZA,46,False
25,ENFERMERIA,FES ZARAGOZA,35,False
25,ENFERMERIA,FES ZARAGOZA,48,False
25,ENFERMERIA,FES ZARAGOZA,31,False
25,ENFERMERIA,FES ZARAGOZA,41,False
25,ENFERMERIA,FES ZARAGOZA,39,False
25,ENFERMERIA,FES ZARAGOZA,47,False
25,ENFERMERIA,FES ZARAGOZA,52,False
25,ENFERMERIA,FES ZARAGOZA,64,False
25,ENFERMERIA,FES ZARAGOZA,41,False
25,ENFERMERIA,FES ZARAGOZA,42,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,44,False
25,ENFERMERIA,FES ZARAGOZA,38,False
25,ENFERMERIA,FES ZARAGOZA,27,False
25,ENFERMERIA,FES ZARAGOZA,25,False
25,ENFERMERIA,FES ZARAGOZA,51,False
25,ENFERMERIA,FES ZARAGOZA,53,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,44,False
25,ENFERMERIA,FES ZARAGOZA,51,False
25,ENFERMERIA,FES ZARAGOZA,32,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,32,False
25,ENFERMERIA,FES ZARAGOZA,46,False
25,ENFERMERIA,FES ZARAGOZA,45,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,46,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,40,False
25,ENFERMERIA,FES ZARAGOZA,36,False
25,ENFERMERIA,FES ZARAGOZA,42,False
25,ENFERMERIA,FES ZARAGOZA,51,False
25,ENFERMERIA,FES ZARAGOZA,62,False
25,ENFERMERIA,FES ZARAGOZA,60,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,34,False
25,ENFERMERIA,FES ZARAGOZA,42,False
25,ENFERMERIA,FES ZARAGOZA,41,False
25,ENFERMERIA,FES ZARAGOZA,44,False
25,ENFERMERIA,FES ZARAGOZA,41,False
25,ENFERMERIA,FES ZARAGOZA,42,False
25,ENFERMERIA,FES ZARAGOZA,34,False
25,ENFERMERIA,FES ZARAGOZA,51,False
25,ENFERMERIA,FES ZARAGOZA,51,False
25,ENFERMERIA,FES ZARAGOZA,39,False
25,ENFERMERIA,FES ZARAGOZA,27,False
25,ENFERMERIA,FES ZARAGOZA,69,False
25,ENFERMERIA,FES ZARAGOZA,36,False
25,ENFERMERIA,FES ZARAGOZA,34,False
25,ENFERMERIA,FES ZARAGOZA,34,False
25,ENFERMERIA,FES ZARAGOZA,54,False
25,ENFERMERIA,FES ZARAGOZA,45,False
25,ENFERMERIA,FES ZARAGOZA,90,True
25,ENFERMERIA,FES ZARAGOZA,39,False
25,ENFERMERIA,FES ZARAGOZA,36,False
25,ENFERMERIA,FES ZARAGOZA,45,False
25,ENFERMERIA,FES ZARAGOZA,41,False
25,ENFERMERIA,FES ZARAGOZA,34,False
25,ENFERMERIA,FES ZARAGOZA,36,False
25,ENFERMERIA,FES ZARAGOZA,30,False
25,ENFERMERIA,FES ZARAGOZA,33,False
25,ENFERMERIA,FES ZARAGOZA,37,False
25,ENFERMERIA,FES ZARAGOZA,45,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,77,False
25,ENFERMERIA,FES ZARAGOZA,57,False
25,ENFERMERIA,FES ZARAGOZA,31,False
25,ENFERMERIA,FES ZARAGOZA,42,False
25,ENFERMERIA,FES ZARAGOZA,38,False
25,ENFERMERIA,FES ZARAGOZA,41,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,26,False
25,ENFERMERIA,FES ZARAGOZA,57,False
25,ENFERMERIA,FES ZARAGOZA,36,False
25,ENFERMERIA,FES ZARAGOZA,47,False
25,ENFERMERIA,FES ZARAGOZA,47,False
25,ENFERMERIA,FES ZARAGOZA,49,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,62,False
25,ENFERMERIA,FES ZARAGOZA,37,False
25,ENFERMERIA,FES ZARAGOZA,60,False
25,ENFERMERIA,FES ZARAGOZA,35,False
25,ENFERMERIA,FES ZARAGOZA,26,False
25,ENFERMERIA,FES ZARAGOZA,60,False
25,ENFERMERIA,FES ZARAGOZA,59,False
25,ENFERMERIA,FES ZARAGOZA,48,False
25,ENFERMERIA,FES ZARAGOZA,28,False
25,ENFERMERIA,FES ZARAGOZA,44,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,38,False
25,ENFERMERIA,FES ZARAGOZA,61,False
25,ENFERMERIA,FES ZARAGOZA,25,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,51,False
25,ENFERMERIA,FES ZARAGOZA,49,False
25,ENFERMERIA,FES ZARAGOZA,39,False
25,ENFERMERIA,FES ZARAGOZA,60,False
25,ENFERMERIA,FES ZARAGOZA,31,False
25,ENFERMERIA,FES ZARAGOZA,44,False
25,ENFERMERIA,FES ZARAGOZA,65,False
25,ENFERMERIA,FES ZARAGOZA,45,False
25,ENFERMERIA,FES ZARAGOZA,73,False
25,ENFERMERIA,FES ZARAGOZA,77,False
25,ENFERMERIA,FES ZARAGOZA,35,False
25,ENFERMERIA,FES ZARAGOZA,55,False
25,ENFERMERIA,FES ZARAGOZA,69,False
25,ENFERMERIA,FES ZARAGOZA,44,False
25,ENFERMERIA,FES ZARAGOZA,39,False
25,ENFERMERIA,FES ZARAGOZA,86,False
25,ENFERMERIA,FES ZARAGOZA,70,False
25,ENFERMERIA,FES ZARAGOZA,64,False
25,ENFERMERIA,FES ZARAGOZA,29,False
25,ENFERMERIA,FES ZARAGOZA,52,False
25,ENFERMERIA,FES ZARAGOZA,66,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,105,True
25,ENFERMERIA,FES ZARAGOZA,54,False
25,ENFERMERIA,FES ZARAGOZA,33,False
25,ENFERMERIA,FES ZARAGOZA,62,False
25,ENFERMERIA,FES ZARAGOZA,67,False
25,ENFERMERIA,FES ZARAGOZA,46,False
25,ENFERMERIA,FES ZARAGOZA,76,False
25,ENFERMERIA,FES ZARAGOZA,78,False
25,ENFERMERIA,FES ZARAGOZA,70,False
25,ENFERMERIA,FES ZARAGOZA,31,False
25,ENFERMERIA,FES ZARAGOZA,79,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,49,False
25,ENFERMERIA,FES ZARAGOZA,32,False
25,ENFERMERIA,FES ZARAGOZA,70,False
25,ENFERMERIA,FES ZARAGOZA,45,False
25,ENFERMERIA,FES ZARAGOZA,94,True
25,ENFERMERIA,FES ZARAGOZA,62,False
25,ENFERMERIA,FES ZARAGOZA,73,False
25,ENFERMERIA,FES ZARAGOZA,46,False
25,ENFERMERIA,FES ZARAGOZA,94,True
25,ENFERMERIA,FES ZARAGOZA,42,False
25,ENFERMERIA,FES ZARAGOZA,71,False
25,ENFERMERIA,FES ZARAGOZA,48,False
25,ENFERMERIA,FES ZARAGOZA,85,False
25,ENFERMERIA,FES ZARAGOZA,25,False
25,ENFERMERIA,FES ZARAGOZA,66,False
25,ENFERMERIA,FES ZARAGOZA,48,False
25,ENFERMERIA,FES ZARAGOZA,84,False
25,ENFERMERIA,FES ZARAGOZA,44,False
25,ENFERMERIA,FES ZARAGOZA,33,False
25,ENFERMERIA,FES ZARAGOZA,97,True
25,ENFERMERIA,FES ZARAGOZA,47,False
25,ENFERMERIA,FES ZARAGOZA,,False
25,ENFERMERIA,FES ZARAGOZA,47,False
25,ENFERMERIA,FES ZARAGOZA,55,False
25,ENFERMERIA,FES ZARAGOZA,47,False
25,ENFERMERIA,FES ZARAGOZA,80,False
25,ENFERMERIA,FES ZARAGOZA,47,False
25,ENFERMERIA,FES ZARAGOZA,62,False
25,ENFERMERIA,FES ZARAGOZA,58,False
25,ENFERMERIA,FES ZARAGOZA,56,False
25,ENFERMERIA,FES ZARAGOZA,49,False
25,ENFERMERIA,FES ZARAGOZA,50,False
25,ENFERMERIA,FES ZARAGOZA,44,False
25,ENFERMERIA,FES ZARAGOZA,64,False
25,ENFERMERIA,FES ZARAGOZA,73,False
25,ENFERMERIA,FES ZARAGOZA,89,False
25,ENFERMERIA,FES ZARAGOZA,87,False
25,ENFERMERIA,FES ZARAGOZA,37,False
25,ENFERMERIA,FES ZARAGOZA,80,False
25,ENFERMERIA,FES ZARAGOZA,75,False
25,ENFERMERIA,FES ZARAGOZA,78,False
25,ENFERMERIA,FES ZARAGOZA,66,False
25,ENFERMERIA,FES ZARAGOZA,65,False
25,ENFERMERIA,FES ZARAGOZA,60,False
25,ENFERMERIA,FES ZARAGOZA,46,False
25,ENFERMERIA,FES ZARAGOZA,87,False
