examen_id,year,period,area_num,area_name,career_id,career,faculty,n_aspirantes,n_presento,n_seleccionados,aciertos_minimos,tasa_aceptacion
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,1,ACTUARIA,FACULTAD DE CIENCIAS,1433.0,1308.0,37.0,104.0,0.028287461773700305
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,1,ACTUARIA,FES ACATLAN,728.0,680.0,43.0,92.0,0.06323529411764706
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,6,ARQUITECTURA,FACULTAD DE ARQUITECTURA,4068.0,3744.0,202.0,87.0,0.053952991452991456
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,6,ARQUITECTURA,FES ACATLAN,1315.0,1231.0,76.0,78.0,0.06173842404549147
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,6,ARQUITECTURA,FES ARAGON,1462.0,1371.0,69.0,77.0,0.05032822757111598
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,7,ARQUITECTURA DE PAISAJE,FACULTAD DE ARQUITECTURA,343.0,318.0,16.0,88.0,0.050314465408805034
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,14,CIENCIA DE MATERIALES SUSTENTABLES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,45.0,41.0,28.0,54.0,0.6829268292682927
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,18,CIENCIAS DE LA COMPUTACION,FACULTAD DE CIENCIAS,628.0,550.0,33.0,99.0,0.06
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,20,CIENCIAS DE LA TIERRA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD JURIQUILLA,134.0,121.0,19.0,88.0,0.15702479338842976
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,20,CIENCIAS DE LA TIERRA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,42.0,36.0,15.0,68.0,0.4166666666666667
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,20,CIENCIAS DE LA TIERRA,FACULTAD DE CIENCIAS,331.0,307.0,25.0,95.0,0.08143322475570032
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,32,DISEÑO INDUSTRIAL,FES ARAGON,449.0,413.0,18.0,80.0,0.043583535108958835
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,46,FISICA,FACULTAD DE CIENCIAS,1952.0,1773.0,77.0,107.0,0.04342921601804851
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,47,FISICA BIOMEDICA,FACULTAD DE CIENCIAS,373.0,330.0,11.0,105.0,0.03333333333333333
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,49,GEOCIENCIAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,60.0,55.0,24.0,66.0,0.43636363636363634
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,56,"ING. EN TELECOMUNICACIONES, SISTEMAS Y ELECTRONICA",FES CUAUTITLAN,644.0,591.0,69.0,66.0,0.116751269035533
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,59,INGENIERIA AMBIENTAL,FACULTAD DE INGENIERIA,551.0,505.0,14.0,94.0,0.027722772277227723
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,60,INGENIERIA CIVIL,FACULTAD DE INGENIERIA,1290.0,1170.0,109.0,85.0,0.09316239316239316
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,60,INGENIERIA CIVIL,FES ACATLAN,623.0,584.0,82.0,67.0,0.1404109589041096
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,60,INGENIERIA CIVIL,FES ARAGON,862.0,801.0,101.0,68.0,0.12609238451935081
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,61,INGENIERIA DE MINAS Y METALURGIA,FACULTAD DE INGENIERIA,248.0,231.0,17.0,83.0,0.0735930735930736
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,62,INGENIERIA ELECTRICA ELECTRONICA,FACULTAD DE INGENIERIA,1469.0,1332.0,88.0,92.0,0.06606606606606606
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,62,INGENIERIA ELECTRICA ELECTRONICA,FES ARAGON,422.0,389.0,51.0,72.0,0.13110539845758354
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,64,INGENIERIA EN COMPUTACION,FACULTAD DE INGENIERIA,2443.0,2281.0,94.0,92.0,0.041209995615957916
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,64,INGENIERIA EN COMPUTACION,FES ARAGON,1233.0,1165.0,56.0,79.0,0.048068669527897
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,67,INGENIERIA GEOFISICA,FACULTAD DE INGENIERIA,239.0,220.0,16.0,91.0,0.07272727272727272
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,68,INGENIERIA GEOLOGICA,FACULTAD DE INGENIERIA,220.0,199.0,18.0,83.0,0.09045226130653267
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,69,INGENIERIA GEOMATICA,FACULTAD DE INGENIERIA,67.0,59.0,19.0,73.0,0.3220338983050847
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,70,INGENIERIA INDUSTRIAL,FACULTAD DE INGENIERIA,1222.0,1103.0,51.0,90.0,0.04623753399818677
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,70,INGENIERIA INDUSTRIAL,FES ARAGON,529.0,497.0,39.0,72.0,0.07847082494969819
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,70,INGENIERIA INDUSTRIAL,FES CUAUTITLAN,537.0,495.0,28.0,75.0,0.05656565656565657
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,71,INGENIERIA MECANICA,FACULTAD DE INGENIERIA,1869.0,1728.0,60.0,97.0,0.034722222222222224
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,71,INGENIERIA MECANICA,FES ARAGON,648.0,612.0,33.0,82.0,0.05392156862745098
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,72,INGENIERIA MECANICA ELECTRICA,FES CUAUTITLAN,595.0,557.0,88.0,66.0,0.15798922800718132
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,73,INGENIERIA PETROLERA,FACULTAD DE INGENIERIA,605.0,557.0,52.0,77.0,0.0933572710951526
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,74,INGENIERIA QUIMICA,FACULTAD DE QUIMICA,1014.0,916.0,42.0,99.0,0.04585152838427948
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,74,INGENIERIA QUIMICA,FES CUAUTITLAN,482.0,453.0,50.0,76.0,0.11037527593818984
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,74,INGENIERIA QUIMICA,FES ZARAGOZA,690.0,643.0,90.0,76.0,0.13996889580093314
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,75,INGENIERIA QUIMICA METALURGICA,FACULTAD DE QUIMICA,179.0,164.0,24.0,88.0,0.14634146341463414
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,88,MATEMATICAS,FACULTAD DE CIENCIAS,539.0,484.0,81.0,96.0,0.16735537190082644
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,89,MATEMATICAS APLICADAS,FACULTAD DE CIENCIAS,267.0,254.0,23.0,98.0,0.09055118110236221
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,90,MATEMATICAS APLICADAS Y COMPUTACION,FES ACATLAN,497.0,453.0,180.0,60.0,0.3973509933774834
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,112,TECNOLOGIAS PARA LA INFORMACION EN CIENCIAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,44.0,40.0,28.0,66.0,0.7
2019-feb,2019,feb,1,Ciencias Fisico-Matematicas y de las Ingenierias,116,URBANISMO,FACULTAD DE ARQUITECTURA,75.0,68.0,15.0,66.0,0.22058823529411764
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",11,BIOLOGIA,FACULTAD DE CIENCIAS,1648.0,1499.0,113.0,94.0,0.07538358905937291
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",11,BIOLOGIA,FES IZTACALA,913.0,844.0,86.0,79.0,0.1018957345971564
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",11,BIOLOGIA,FES ZARAGOZA,1153.0,1084.0,82.0,78.0,0.07564575645756458
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",11,BIOLOGIA,TLAXCALA,69.0,62.0,22.0,66.0,0.3548387096774194
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",12,BIOQUIMICA DIAGNOSTICA,FES CUAUTITLAN,674.0,625.0,24.0,91.0,0.0384
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",17,CIENCIAS AMBIENTALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,43.0,38.0,24.0,56.0,0.631578947368421
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",17,CIENCIAS AMBIENTALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,146.0,131.0,67.0,60.0,0.5114503816793893
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",22,CIRUJANO DENTISTA,FACULTAD DE ODONTOLOGIA,1849.0,1674.0,105.0,86.0,0.06272401433691756
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",22,CIRUJANO DENTISTA,FES IZTACALA,1799.0,1689.0,115.0,74.0,0.06808762581409118
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",22,CIRUJANO DENTISTA,FES ZARAGOZA,1750.0,1650.0,83.0,80.0,0.0503030303030303
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",38,ENFERMERIA,ESCUELA NACIONAL DE ENFERMERIA Y OBSTETRICIA,1535.0,1422.0,102.0,74.0,0.07172995780590717
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",38,ENFERMERIA,FES IZTACALA,1870.0,1755.0,113.0,69.0,0.06438746438746439
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",38,ENFERMERIA,FES ZARAGOZA,2416.0,2281.0,125.0,73.0,0.05480052608505041
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",38,ENFERMERIA,TLAXCALA,160.0,143.0,35.0,53.0,0.24475524475524477
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",39,ENFERMERIA Y OBSTETRICIA,ESCUELA NACIONAL DE ENFERMERIA Y OBSTETRICIA,2137.0,1967.0,63.0,77.0,0.03202846975088968
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",44,FARMACIA,FES CUAUTITLAN,323.0,299.0,57.0,67.0,0.19063545150501673
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",48,FISIOTERAPIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,629.0,552.0,54.0,77.0,0.09782608695652174
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",58,INGENIERIA AGRICOLA,FES CUAUTITLAN,318.0,293.0,82.0,60.0,0.27986348122866894
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",63,INGENIERIA EN ALIMENTOS,FES CUAUTITLAN,570.0,535.0,101.0,62.0,0.18878504672897195
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",87,MANEJO SUSTENTABLE DE ZONAS COSTERAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,52.0,45.0,21.0,55.0,0.4666666666666667
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",92,MEDICINA VETERINARIA Y ZOOTECNIA,FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA,2923.0,2682.0,78.0,94.0,0.029082774049217
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",92,MEDICINA VETERINARIA Y ZOOTECNIA,FES CUAUTITLAN,1764.0,1655.0,104.0,78.0,0.06283987915407856
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",93,MEDICO CIRUJANO,FACULTAD DE MEDICINA,11902.0,10260.0,166.0,106.0,0.01617933723196881
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",93,MEDICO CIRUJANO,FES IZTACALA,4551.0,4211.0,96.0,100.0,0.02279743528853004
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",93,MEDICO CIRUJANO,FES ZARAGOZA,3646.0,3394.0,39.0,104.0,0.011490866234531527
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",95,NUTRIOLOGIA,FES ZARAGOZA,2020.0,1828.0,15.0,100.0,0.008205689277899343
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",96,ODONTOLOGIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,636.0,560.0,60.0,76.0,0.10714285714285714
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",97,OPTOMETRIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,81.0,67.0,31.0,65.0,0.4626865671641791
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",97,OPTOMETRIA,FES IZTACALA,351.0,322.0,27.0,64.0,0.08385093167701864
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",102,PSICOLOGIA,FACULTAD DE PSICOLOGIA,3060.0,2795.0,69.0,95.0,0.024686940966010734
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",102,PSICOLOGIA,FES IZTACALA,1913.0,1798.0,103.0,71.0,0.05728587319243604
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",102,PSICOLOGIA,FES ZARAGOZA,2622.0,2469.0,94.0,77.0,0.038072093965168086
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",102,PSICOLOGIA,TLAXCALA,78.0,71.0,22.0,56.0,0.30985915492957744
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",103,QUIMICA,FACULTAD DE QUIMICA,643.0,587.0,29.0,98.0,0.049403747870528106
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",103,QUIMICA,FES CUAUTITLAN,300.0,279.0,32.0,80.0,0.11469534050179211
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",104,QUIMICA DE ALIMENTOS,FACULTAD DE QUIMICA,584.0,543.0,42.0,88.0,0.07734806629834254
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",105,QUIMICA FARMACEUTICO BIOLOGICA,FACULTAD DE QUIMICA,2252.0,2082.0,50.0,101.0,0.024015369836695485
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",105,QUIMICA FARMACEUTICO BIOLOGICA,FES ZARAGOZA,1670.0,1594.0,46.0,90.0,0.028858218318695106
2019-feb,2019,feb,2,"Ciencias Biologicas, Quimicas y de la Salud",106,QUIMICA INDUSTRIAL,FES CUAUTITLAN,428.0,398.0,45.0,70.0,0.11306532663316583
2019-feb,2019,feb,3,Ciencias Sociales,2,ADMINISTRACION,FACULTAD DE CONTADURIA Y ADMINISTRACION,6104.0,5569.0,326.0,87.0,0.058538337223918116
2019-feb,2019,feb,3,Ciencias Sociales,2,ADMINISTRACION,FES CUAUTITLAN,1607.0,1511.0,179.0,68.0,0.1184645929847783
2019-feb,2019,feb,3,Ciencias Sociales,3,ADMINISTRACION AGROPECUARIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,27.0,24.0,21.0,41.0,0.875
2019-feb,2019,feb,3,Ciencias Sociales,5,ANTROPOLOGIA,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,492.0,443.0,83.0,82.0,0.1873589164785553
2019-feb,2019,feb,3,Ciencias Sociales,19,CIENCIAS DE LA COMUNICACION,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,1853.0,1693.0,74.0,94.0,0.04370939161252215
2019-feb,2019,feb,3,Ciencias Sociales,21,CIENCIAS POLITICAS Y ADMON PUBLICA,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,867.0,789.0,52.0,95.0,0.06590621039290241
2019-feb,2019,feb,3,Ciencias Sociales,21,CIENCIAS POLITICAS Y ADMON PUBLICA,FES ACATLAN,612.0,570.0,53.0,75.0,0.09298245614035087
2019-feb,2019,feb,3,Ciencias Sociales,24,COMUNICACION,FES ACATLAN,1028.0,957.0,65.0,81.0,0.06792058516196448
2019-feb,2019,feb,3,Ciencias Sociales,25,COMUNICACION Y PERIODISMO,FES ARAGON,1431.0,1339.0,103.0,79.0,0.07692307692307693
2019-feb,2019,feb,3,Ciencias Sociales,26,CONTADURIA,FACULTAD DE CONTADURIA Y ADMINISTRACION,4400.0,4096.0,437.0,81.0,0.106689453125
2019-feb,2019,feb,3,Ciencias Sociales,26,CONTADURIA,FES CUAUTITLAN,1194.0,1118.0,202.0,63.0,0.1806797853309481
2019-feb,2019,feb,3,Ciencias Sociales,27,DERECHO,FACULTAD DE DERECHO,4934.0,4493.0,283.0,91.0,0.06298686846205208
2019-feb,2019,feb,3,Ciencias Sociales,27,DERECHO,FES ACATLAN,2316.0,2163.0,160.0,75.0,0.07397133610725844
2019-feb,2019,feb,3,Ciencias Sociales,27,DERECHO,FES ARAGON,3410.0,3211.0,207.0,77.0,0.06446589847399564
2019-feb,2019,feb,3,Ciencias Sociales,28,DESARROLLO COMUNITARIO PARA EL ENVEJECIMIENTO,TLAXCALA,25.0,18.0,12.0,40.0,0.6666666666666666
2019-feb,2019,feb,3,Ciencias Sociales,29,DESARROLLO TERRITORIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,28.0,24.0,23.0,42.0,0.9583333333333334
2019-feb,2019,feb,3,Ciencias Sociales,35,ECONOMIA,FACULTAD DE ECONOMIA,1837.0,1682.0,339.0,81.0,0.20154577883472058
2019-feb,2019,feb,3,Ciencias Sociales,35,ECONOMIA,FES ACATLAN,625.0,585.0,101.0,73.0,0.17264957264957265
2019-feb,2019,feb,3,Ciencias Sociales,35,ECONOMIA,FES ARAGON,681.0,641.0,96.0,73.0,0.1497659906396256
2019-feb,2019,feb,3,Ciencias Sociales,36,ECONOMIA INDUSTRIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,152.0,137.0,34.0,78.0,0.24817518248175183
2019-feb,2019,feb,3,Ciencias Sociales,42,ESTUDIOS SOCIALES Y GESTION LOCAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,32.0,30.0,26.0,45.0,0.8666666666666667
2019-feb,2019,feb,3,Ciencias Sociales,50,GEOGRAFIA,FACULTAD DE FILOSOFIA Y LETRAS,153.0,145.0,30.0,79.0,0.20689655172413793
2019-feb,2019,feb,3,Ciencias Sociales,51,GEOGRAFIA APLICADA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,3.0,3.0,2.0,43.0,0.6666666666666666
2019-feb,2019,feb,3,Ciencias Sociales,55,INFORMATICA,FES CUAUTITLAN,369.0,346.0,71.0,63.0,0.20520231213872833
2019-feb,2019,feb,3,Ciencias Sociales,101,PLANIF PARA EL DESARROLLO AGROPECUARIO,FES ARAGON,176.0,165.0,70.0,52.0,0.42424242424242425
2019-feb,2019,feb,3,Ciencias Sociales,107,RELACIONES INTERNACIONALES,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,1688.0,1547.0,44.0,102.0,0.028442146089204912
2019-feb,2019,feb,3,Ciencias Sociales,107,RELACIONES INTERNACIONALES,FES ACATLAN,1162.0,1103.0,46.0,84.0,0.04170444242973708
2019-feb,2019,feb,3,Ciencias Sociales,107,RELACIONES INTERNACIONALES,FES ARAGON,1403.0,1304.0,44.0,89.0,0.03374233128834356
2019-feb,2019,feb,3,Ciencias Sociales,108,SOCIOLOGIA,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,509.0,471.0,42.0,88.0,0.08917197452229299
2019-feb,2019,feb,3,Ciencias Sociales,108,SOCIOLOGIA,FES ACATLAN,210.0,193.0,26.0,65.0,0.13471502590673576
2019-feb,2019,feb,3,Ciencias Sociales,108,SOCIOLOGIA,FES ARAGON,326.0,298.0,23.0,70.0,0.07718120805369127
2019-feb,2019,feb,3,Ciencias Sociales,113,TRABAJO SOCIAL,ESCUELA NACIONAL DE TRABAJO SOCIAL,1524.0,1437.0,206.0,62.0,0.14335421016005567
2019-feb,2019,feb,4,Humanidades y Artes,4,ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,5.0,3.0,2.0,50.0,0.6666666666666666
2019-feb,2019,feb,4,Humanidades y Artes,4,ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,FACULTAD DE FILOSOFIA Y LETRAS,245.0,224.0,9.0,76.0,0.04017857142857143
2019-feb,2019,feb,4,Humanidades y Artes,8,ARTE Y DISEÑO,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,153.0,136.0,19.0,83.0,0.13970588235294118
2019-feb,2019,feb,4,Humanidades y Artes,8,ARTE Y DISEÑO,"PLANTEL TAXCO, GRO",162.0,136.0,12.0,80.0,0.08823529411764706
2019-feb,2019,feb,4,Humanidades y Artes,9,ARTES VISUALES,FACULTAD DE ARTES Y DISENO,1469.0,1331.0,22.0,98.0,0.01652892561983471
2019-feb,2019,feb,4,Humanidades y Artes,10,BIBLIOTECOLOGIA Y ESTUDIOS DE LA INFORMACION,FACULTAD DE FILOSOFIA Y LETRAS,123.0,113.0,33.0,62.0,0.2920353982300885
2019-feb,2019,feb,4,Humanidades y Artes,13,CANTO,FACULTAD DE MUSICA,92.0,76.0,9.0,65.0,0.11842105263157894
2019-feb,2019,feb,4,Humanidades y Artes,23,COMPOSICION,FACULTAD DE MUSICA,70.0,54.0,18.0,55.0,0.3333333333333333
2019-feb,2019,feb,4,Humanidades y Artes,30,DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,47.0,40.0,27.0,49.0,0.675
2019-feb,2019,feb,4,Humanidades y Artes,30,DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,24.0,20.0,20.0,46.0,1.0
2019-feb,2019,feb,4,Humanidades y Artes,30,DESARROLLO Y GESTION INTERCULTURALES,FACULTAD DE FILOSOFIA Y LETRAS,152.0,138.0,12.0,90.0,0.08695652173913043
2019-feb,2019,feb,4,Humanidades y Artes,31,DISEÑO GRAFICO,FES ACATLAN,1617.0,1501.0,38.0,89.0,0.02531645569620253
2019-feb,2019,feb,4,Humanidades y Artes,33,DISEÑO Y COMUNICACION VISUAL,FACULTAD DE ARTES Y DISENO,1566.0,1456.0,49.0,94.0,0.03365384615384615
2019-feb,2019,feb,4,Humanidades y Artes,33,DISEÑO Y COMUNICACION VISUAL,FES CUAUTITLAN,708.0,677.0,20.0,88.0,0.029542097488921712
2019-feb,2019,feb,4,Humanidades y Artes,37,EDUCACION MUSICAL,FACULTAD DE MUSICA,73.0,60.0,26.0,53.0,0.43333333333333335
2019-feb,2019,feb,4,Humanidades y Artes,40,ENSEÑANZA DE INGLES,FES ACATLAN,358.0,309.0,77.0,62.0,0.24919093851132687
2019-feb,2019,feb,4,Humanidades y Artes,41,ESTUDIOS LATINOAMERICANOS,FACULTAD DE FILOSOFIA Y LETRAS,85.0,77.0,21.0,75.0,0.2727272727272727
2019-feb,2019,feb,4,Humanidades y Artes,43,ETNOMUSICOLOGIA,FACULTAD DE MUSICA,16.0,13.0,10.0,52.0,0.7692307692307693
2019-feb,2019,feb,4,Humanidades y Artes,45,FILOSOFIA,FACULTAD DE FILOSOFIA Y LETRAS,435.0,393.0,26.0,95.0,0.06615776081424936
2019-feb,2019,feb,4,Humanidades y Artes,45,FILOSOFIA,FES ACATLAN,131.0,124.0,27.0,66.0,0.21774193548387097
2019-feb,2019,feb,4,Humanidades y Artes,52,GEOHISTORIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,16.0,13.0,9.0,43.0,0.6923076923076923
2019-feb,2019,feb,4,Humanidades y Artes,53,HISTORIA,FACULTAD DE FILOSOFIA Y LETRAS,431.0,385.0,28.0,90.0,0.07272727272727272
2019-feb,2019,feb,4,Humanidades y Artes,53,HISTORIA,FES ACATLAN,296.0,284.0,27.0,78.0,0.09507042253521127
2019-feb,2019,feb,4,Humanidades y Artes,54,HISTORIA DEL ARTE,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,73.0,64.0,21.0,74.0,0.328125
2019-feb,2019,feb,4,Humanidades y Artes,76,INSTRUMENTISTA,FACULTAD DE MUSICA,143.0,118.0,60.0,57.0,0.5084745762711864
2019-feb,2019,feb,4,Humanidades y Artes,77,LENGUA Y LITERATURAS HISPANICAS,FACULTAD DE FILOSOFIA Y LETRAS,307.0,282.0,29.0,95.0,0.10283687943262411
2019-feb,2019,feb,4,Humanidades y Artes,77,LENGUA Y LITERATURAS HISPANICAS,FES ACATLAN,138.0,131.0,17.0,77.0,0.1297709923664122
2019-feb,2019,feb,4,Humanidades y Artes,78,LENGUA Y LITERATURAS MODERNAS (LETRAS ALEMANAS),FACULTAD DE FILOSOFIA Y LETRAS,34.0,28.0,14.0,47.0,0.5
2019-feb,2019,feb,4,Humanidades y Artes,79,LENGUA Y LITERATURAS MODERNAS (LETRAS FRANCESAS),FACULTAD DE FILOSOFIA Y LETRAS,38.0,31.0,23.0,44.0,0.7419354838709677
2019-feb,2019,feb,4,Humanidades y Artes,80,LENGUA Y LITERATURAS MODERNAS (LETRAS INGLESAS),FACULTAD DE FILOSOFIA Y LETRAS,214.0,165.0,83.0,67.0,0.503030303030303
2019-feb,2019,feb,4,Humanidades y Artes,81,LENGUA Y LITERATURAS MODERNAS (LETRAS ITALIANAS),FACULTAD DE FILOSOFIA Y LETRAS,33.0,27.0,14.0,53.0,0.5185185185185185
2019-feb,2019,feb,4,Humanidades y Artes,82,LENGUA Y LITERATURAS MODERNAS (LETRAS PORTUGUESAS),FACULTAD DE FILOSOFIA Y LETRAS,19.0,15.0,13.0,46.0,0.8666666666666667
2019-feb,2019,feb,4,Humanidades y Artes,83,LETRAS CLASICAS,FACULTAD DE FILOSOFIA Y LETRAS,118.0,109.0,13.0,88.0,0.11926605504587157
2019-feb,2019,feb,4,Humanidades y Artes,84,LINGÜISTICA APLICADA,"ESCUELA NACIONAL DE LENGUAS,LINGUISTICA Y TRADUCCION",127.0,96.0,14.0,82.0,0.14583333333333334
